mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,rhoA = 0.100000,rhoB = 0.900000,data are below
sigma,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
0.100000,0.512500,0.550000,0.550000,0.512500,0.511402,0.511402,0.511402,0.511402,17.481238,17.481238,16.863615,16.863615,16.863615,16.863615,17.481238,17.481238,0.510573,0.513323,0.513323,0.510573,17.467030,17.514038,16.849426,16.896374,16.896374,16.849426,17.514038,17.467030,
0.100000,0.512500,0.562500,0.562500,0.512500,0.512943,0.512943,0.512943,0.512943,17.507557,17.507557,16.693588,16.693588,16.693588,16.693588,17.507557,17.507557,0.511867,0.515684,0.515684,0.511867,17.489192,17.554198,16.675262,16.740135,16.740135,16.675262,17.554198,17.489192,
0.100000,0.512500,0.575000,0.575000,0.512500,0.514432,0.514432,0.514432,0.514432,17.532920,17.532920,16.527068,16.527068,16.527068,16.527068,17.532920,17.532920,0.513122,0.517984,0.517984,0.513122,17.510607,17.593123,16.504825,16.587097,16.587097,16.504825,17.593123,17.510607,
0.100000,0.512500,0.587500,0.587500,0.512500,0.515862,0.515862,0.515862,0.515862,17.557213,17.557213,16.363777,16.363777,16.363777,16.363777,17.557213,17.557213,0.514336,0.520236,0.520236,0.514336,17.531283,17.631094,16.337959,16.437369,16.437369,16.337959,17.631094,17.531283,
0.100000,0.512500,0.600000,0.600000,0.512500,0.517237,0.517237,0.517237,0.517237,17.580510,17.580510,16.203637,16.203637,16.203637,16.203637,17.580510,17.580510,0.515495,0.522413,0.522413,0.515495,17.550991,17.667633,16.174283,16.290317,16.290317,16.174283,17.667633,17.550991,
0.100000,0.512500,0.612500,0.612500,0.512500,0.518581,0.518581,0.518581,0.518581,17.603204,17.603204,16.046886,16.046886,16.046886,16.046886,17.603204,17.603204,0.516631,0.524552,0.524552,0.516631,17.570242,17.703367,16.014156,16.146413,16.146413,16.014156,17.703367,17.570242,
0.100000,0.512500,0.625000,0.625000,0.512500,0.519872,0.519872,0.519872,0.519872,17.624958,17.624958,15.893054,15.893054,15.893054,15.893054,17.624958,17.624958,0.517731,0.526635,0.526635,0.517731,17.588848,17.738048,15.857254,16.005268,16.005268,15.857254,17.738048,17.588848,
0.100000,0.512500,0.637500,0.637500,0.512500,0.521128,0.521128,0.521128,0.521128,17.646080,17.646080,15.742312,15.742312,15.742312,15.742312,17.646080,17.646080,0.518795,0.528674,0.528674,0.518795,17.606821,17.771857,15.703455,15.866926,15.866926,15.703455,17.771857,17.606821,
0.100000,0.512500,0.650000,0.650000,0.512500,0.522343,0.522343,0.522343,0.522343,17.666456,17.666456,15.594420,15.594420,15.594420,15.594420,17.666456,17.666456,0.519825,0.530659,0.530659,0.519825,17.624181,17.804627,15.552654,15.731093,15.731093,15.552654,17.804627,17.624181,
0.100000,0.512500,0.662500,0.662500,0.512500,0.523518,0.523518,0.523518,0.523518,17.686112,17.686112,15.449286,15.449286,15.449286,15.449286,17.686112,17.686112,0.520823,0.532588,0.532588,0.520823,17.640950,17.836376,15.404753,15.597665,15.597665,15.404753,17.836376,17.640950,
0.100000,0.512500,0.675000,0.675000,0.512500,0.524613,0.524613,0.524613,0.524613,17.704395,17.704395,15.306152,15.306152,15.306152,15.306152,17.704395,17.704395,0.521788,0.534481,0.534481,0.521788,17.657150,17.867399,15.259661,15.466821,15.466821,15.259661,17.867399,17.657150,
0.100000,0.512500,0.687500,0.687500,0.512500,0.525714,0.525714,0.525714,0.525714,17.722735,17.722735,15.166320,15.166320,15.166320,15.166320,17.722735,17.722735,0.522694,0.536284,0.536284,0.522694,17.672327,17.896864,15.116822,15.337629,15.337629,15.116822,17.896864,17.672327,
0.100000,0.512500,0.700000,0.700000,0.512500,0.526779,0.526779,0.526779,0.526779,17.740440,17.740440,15.029005,15.029005,15.029005,15.029005,17.740440,17.740440,0.523601,0.538087,0.538087,0.523601,17.687497,17.926205,14.977131,15.211400,15.211400,14.977131,17.926205,17.687497,
0.100000,0.512500,0.712500,0.712500,0.512500,0.527810,0.527810,0.527810,0.527810,17.757536,17.757536,14.894132,14.894132,14.894132,14.894132,17.757536,17.757536,0.524479,0.539838,0.539838,0.524479,17.702163,17.954619,14.840003,15.087242,15.087242,14.840003,17.954619,17.702163,
0.100000,0.512500,0.725000,0.725000,0.512500,0.528807,0.528807,0.528807,0.528807,17.774047,17.774047,14.761633,14.761633,14.761633,14.761633,17.774047,17.774047,0.525330,0.541549,0.541549,0.525330,17.716348,17.982289,14.705364,14.965243,14.965243,14.705364,17.982289,17.716348,
0.100000,0.512500,0.737500,0.737500,0.512500,0.529764,0.529764,0.529764,0.529764,17.789863,17.789863,14.631310,14.631310,14.631310,14.631310,17.789863,17.789863,0.526156,0.543221,0.543221,0.526156,17.730082,18.009245,14.573155,14.845340,14.845340,14.573155,18.009245,17.730082,
0.100000,0.512500,0.750000,0.750000,0.512500,0.530698,0.530698,0.530698,0.530698,17.805285,17.805285,14.503371,14.503371,14.503371,14.503371,17.805285,17.805285,0.526956,0.544856,0.544856,0.526956,17.743373,18.035512,14.443297,14.727473,14.727473,14.443297,18.035512,17.743373,
0.100000,0.512500,0.762500,0.762500,0.512500,0.531604,0.531604,0.531604,0.531604,17.820196,17.820196,14.377621,14.377621,14.377621,14.377621,17.820196,17.820196,0.527732,0.546444,0.546444,0.527732,17.756243,18.060954,14.315728,14.611426,14.611426,14.315728,18.060954,17.756243,
0.100000,0.512500,0.775000,0.775000,0.512500,0.532480,0.532480,0.532480,0.532480,17.834603,17.834603,14.253988,14.253988,14.253988,14.253988,17.834603,17.834603,0.528483,0.547995,0.547995,0.528483,17.768695,18.085735,14.190374,14.497283,14.497283,14.190374,18.085735,17.768695,
0.100000,0.512500,0.787500,0.787500,0.512500,0.533328,0.533328,0.533328,0.533328,17.848525,17.848525,14.132415,14.132415,14.132415,14.132415,17.848525,17.848525,0.529212,0.549521,0.549521,0.529212,17.780745,18.110031,14.067172,14.385139,14.385139,14.067172,18.110031,17.780745,
0.100000,0.512500,0.800000,0.800000,0.512500,0.534141,0.534141,0.534141,0.534141,17.861847,17.861847,14.012719,14.012719,14.012719,14.012719,17.861847,17.861847,0.529919,0.551002,0.551002,0.529919,17.792421,18.133557,13.946079,14.274646,14.274646,13.946079,18.133557,17.792421,
0.100000,0.512500,0.812500,0.812500,0.512500,0.534937,0.534937,0.534937,0.534937,17.874871,17.874871,13.895123,13.895123,13.895123,13.895123,17.874871,17.874871,0.530604,0.552451,0.552451,0.530604,17.803734,18.156499,13.827036,14.165916,14.165916,13.827036,18.156499,17.803734,
0.100000,0.512500,0.825000,0.825000,0.512500,0.535709,0.535709,0.535709,0.535709,17.887472,17.887472,13.779440,13.779440,13.779440,13.779440,17.887472,17.887472,0.531270,0.553867,0.553867,0.531270,17.814699,18.178869,13.709990,14.058895,14.058895,13.709990,18.178869,17.814699,
0.100000,0.512500,0.837500,0.837500,0.512500,0.536456,0.536456,0.536456,0.536456,17.899664,17.899664,13.665620,13.665620,13.665620,13.665620,17.899664,17.899664,0.531916,0.555252,0.555252,0.531916,17.825329,18.200685,13.594889,13.953537,13.953537,13.594889,18.200685,17.825329,
0.100000,0.512500,0.850000,0.850000,0.512500,0.537157,0.537157,0.537157,0.537157,17.911084,17.911084,13.553256,13.553256,13.553256,13.553256,17.911084,17.911084,0.532543,0.556605,0.556605,0.532543,17.835636,18.221945,13.481683,13.849782,13.849782,13.481683,18.221945,17.835636,
0.100000,0.512500,0.862500,0.862500,0.512500,0.537861,0.537861,0.537861,0.537861,17.922536,17.922536,13.443056,13.443056,13.443056,13.443056,17.922536,17.922536,0.533132,0.557897,0.557897,0.533132,17.845302,18.242198,13.370013,13.747138,13.747138,13.370013,18.242198,17.845302,
0.100000,0.512500,0.875000,0.875000,0.512500,0.538543,0.538543,0.538543,0.538543,17.933622,17.933622,13.334585,13.334585,13.334585,13.334585,17.933622,17.933622,0.533725,0.559194,0.559194,0.533725,17.855020,18.262474,13.260478,13.646537,13.646537,13.260478,18.262474,17.855020,
0.100000,0.512500,0.887500,0.887500,0.512500,0.539196,0.539196,0.539196,0.539196,17.944214,17.944214,13.227666,13.227666,13.227666,13.227666,17.944214,17.944214,0.534300,0.560462,0.560462,0.534300,17.864448,18.282252,13.152698,13.547427,13.547427,13.152698,18.282252,17.864448,
0.100000,0.512500,0.900000,0.900000,0.512500,0.539837,0.539837,0.539837,0.539837,17.954609,17.954609,13.122527,13.122527,13.122527,13.122527,17.954609,17.954609,0.534859,0.561692,0.561692,0.534859,17.873596,18.301406,13.046629,13.449636,13.449636,13.046629,18.301406,17.873596,
0.100000,0.512500,0.912500,0.912500,0.512500,0.540459,0.540459,0.540459,0.540459,17.964677,17.964677,13.018997,13.018997,13.018997,13.018997,17.964677,17.964677,0.535403,0.562906,0.562906,0.535403,17.882475,18.320251,12.942232,13.353414,13.353414,12.942232,18.320251,17.882475,
0.100000,0.512500,0.925000,0.925000,0.512500,0.541062,0.541062,0.541062,0.541062,17.974430,17.974430,12.917038,12.917038,12.917038,12.917038,17.974430,17.974430,0.535930,0.564083,0.564083,0.535930,17.891090,18.338492,12.839463,13.258435,13.258435,12.839463,18.338492,17.891090,
0.100000,0.512500,0.937500,0.937500,0.512500,0.541647,0.541647,0.541647,0.541647,17.983877,17.983877,12.816611,12.816611,12.816611,12.816611,17.983877,17.983877,0.536443,0.565235,0.565235,0.536443,17.899455,18.356297,12.738287,13.164812,13.164812,12.738287,18.356297,17.899455,
0.100000,0.512500,0.950000,0.950000,0.512500,0.542215,0.542215,0.542215,0.542215,17.993032,17.993032,12.717684,12.717684,12.717684,12.717684,17.993032,17.993032,0.536942,0.566372,0.566372,0.536942,17.907578,18.373831,12.638665,13.072656,13.072656,12.638665,18.373831,17.907578,
0.100000,0.512500,0.962500,0.962500,0.512500,0.542765,0.542765,0.542765,0.542765,18.001904,18.001904,12.620224,12.620224,12.620224,12.620224,18.001904,18.001904,0.537426,0.567474,0.567474,0.537426,17.915467,18.390803,12.540562,12.981651,12.981651,12.540562,18.390803,17.915467,
0.100000,0.512500,0.975000,0.975000,0.512500,0.543299,0.543299,0.543299,0.543299,18.010503,18.010503,12.524196,12.524196,12.524196,12.524196,18.010503,18.010503,0.537897,0.568553,0.568553,0.537897,17.923130,18.407374,12.443943,12.891909,12.891909,12.443943,18.407374,17.923130,
0.100000,0.512500,0.987500,0.987500,0.512500,0.543809,0.543809,0.543809,0.543809,18.018698,18.018698,12.429439,12.429439,12.429439,12.429439,18.018698,18.018698,0.538356,0.569608,0.569608,0.538356,17.930574,18.423554,12.348773,12.803398,12.803398,12.348773,18.423554,17.930574,
0.100000,0.512500,1.000000,1.000000,0.512500,0.544312,0.544312,0.544312,0.544312,18.026777,18.026777,12.336181,12.336181,12.336181,12.336181,18.026777,18.026777,0.538801,0.570640,0.570640,0.538801,17.937808,18.439360,12.255019,12.716097,12.716097,12.255019,18.439360,17.937808,
0.100000,0.512500,1.012500,1.012500,0.512500,0.544800,0.544800,0.544800,0.544800,18.034610,18.034610,12.244263,12.244263,12.244263,12.244263,18.034610,18.034610,0.539234,0.571651,0.571651,0.539234,17.944838,18.454799,12.162651,12.629976,12.629976,12.162651,18.454799,17.944838,
0.100000,0.512500,1.025000,1.025000,0.512500,0.545273,0.545273,0.545273,0.545273,18.042205,18.042205,12.153656,12.153656,12.153656,12.153656,18.042205,18.042205,0.539656,0.572640,0.572640,0.539656,17.951671,18.469880,12.071636,12.545009,12.545009,12.071636,18.469880,17.951671,
0.100000,0.512500,1.037500,1.037500,0.512500,0.545733,0.545733,0.545733,0.545733,18.049571,18.049571,12.064333,12.064333,12.064333,12.064333,18.049571,18.049571,0.540066,0.573608,0.573608,0.540066,17.958313,18.484614,11.981945,12.461170,12.461170,11.981945,18.484614,17.958313,
0.100000,0.512500,1.050000,1.050000,0.512500,0.546179,0.546179,0.546179,0.546179,18.056713,18.056713,11.976265,11.976265,11.976265,11.976265,18.056713,18.056713,0.540465,0.574556,0.574556,0.540465,17.964770,18.499010,11.893549,12.378434,12.378434,11.893549,18.499010,17.964770,
0.100000,0.512500,1.062500,1.062500,0.512500,0.546612,0.546612,0.546612,0.546612,18.063641,18.063641,11.889426,11.889426,11.889426,11.889426,18.063641,18.063641,0.540853,0.575483,0.575483,0.540853,17.971049,18.513076,11.806420,12.296778,12.296778,11.806420,18.513076,17.971049,
0.100000,0.512500,1.075000,1.075000,0.512500,0.547032,0.547032,0.547032,0.547032,18.070360,18.070360,11.803790,11.803790,11.803790,11.803790,18.070360,18.070360,0.541231,0.576391,0.576391,0.541231,17.977154,18.526820,11.720530,12.216180,12.216180,11.720530,18.526820,17.977154,
0.100000,0.512500,1.087500,1.087500,0.512500,0.547440,0.547440,0.547440,0.547440,18.076877,18.076877,11.719334,11.719334,11.719334,11.719334,18.076877,18.076877,0.541599,0.577280,0.577280,0.541599,17.983092,18.540252,11.635854,12.136615,12.136615,11.635854,18.540252,17.983092,
0.100000,0.512500,1.100000,1.100000,0.512500,0.547836,0.547836,0.547836,0.547836,18.083200,18.083200,11.636031,11.636031,11.636031,11.636031,18.083200,18.083200,0.541957,0.578150,0.578150,0.541957,17.988868,18.553380,11.552364,12.058064,12.058064,11.552364,18.553380,17.988868,
0.100000,0.512500,1.112500,1.112500,0.512500,0.548221,0.548221,0.548221,0.548221,18.089333,18.089333,11.553859,11.553859,11.553859,11.553859,18.089333,18.089333,0.542305,0.579001,0.579001,0.542305,17.994486,18.566210,11.470037,11.980505,11.980505,11.470037,18.566210,17.994486,
0.100000,0.512500,1.125000,1.125000,0.512500,0.548594,0.548594,0.548594,0.548594,18.095284,18.095284,11.472795,11.472795,11.472795,11.472795,18.095284,18.095284,0.542644,0.579825,0.579825,0.542644,17.999953,18.578603,11.388847,11.903785,11.903785,11.388847,18.578603,17.999953,
0.100000,0.512500,1.137500,1.137500,0.512500,0.548948,0.548948,0.548948,0.548948,18.100918,18.100918,11.392693,11.392693,11.392693,11.392693,18.100918,18.100918,0.542974,0.580641,0.580641,0.542974,18.005272,18.590858,11.308773,11.828148,11.828148,11.308773,18.590858,18.005272,
0.100000,0.512500,1.150000,1.150000,0.512500,0.549300,0.549300,0.549300,0.549300,18.106519,18.106519,11.313778,11.313778,11.313778,11.313778,18.106519,18.106519,0.543296,0.581440,0.581440,0.543296,18.010448,18.602842,11.229790,11.753448,11.753448,11.229790,18.602842,18.010448,
0.100000,0.512500,1.162500,1.162500,0.512500,0.549642,0.549642,0.549642,0.549642,18.111953,18.111953,11.235905,11.235905,11.235905,11.235905,18.111953,18.111953,0.543609,0.582212,0.582212,0.543609,18.015484,18.614409,11.151876,11.679530,11.679530,11.151876,18.614409,18.015484,
0.100000,0.512500,1.175000,1.175000,0.512500,0.549973,0.549973,0.549973,0.549973,18.117226,18.117226,11.159054,11.159054,11.159054,11.159054,18.117226,18.117226,0.543914,0.582978,0.582978,0.543914,18.020386,18.625863,11.075009,11.606641,11.606641,11.075009,18.625863,18.020386,
0.100000,0.512500,1.187500,1.187500,0.512500,0.550282,0.550282,0.550282,0.550282,18.122119,18.122119,11.083012,11.083012,11.083012,11.083012,18.122119,18.122119,0.544211,0.583727,0.583727,0.544211,18.025158,18.637053,10.999169,11.534625,11.534625,10.999169,18.637053,18.025158,
0.100000,0.512500,1.200000,1.200000,0.512500,0.550594,0.550594,0.550594,0.550594,18.127085,18.127085,11.008148,11.008148,11.008148,11.008148,18.127085,18.127085,0.544500,0.584455,0.584455,0.544500,18.029802,18.647920,10.924334,11.463405,11.463405,10.924334,18.647920,18.029802,
0.100000,0.512500,1.212500,1.212500,0.512500,0.550899,0.550899,0.550899,0.550899,18.131912,18.131912,10.934254,10.934254,10.934254,10.934254,18.131912,18.131912,0.544771,0.585154,0.585154,0.544771,18.034154,18.658326,10.850341,11.392840,11.392840,10.850341,18.658326,18.034154,
0.100000,0.512500,1.225000,1.225000,0.512500,0.551194,0.551194,0.551194,0.551194,18.136596,18.136596,10.861306,10.861306,10.861306,10.861306,18.136596,18.136596,0.545046,0.585848,0.585848,0.545046,18.038564,18.668655,10.777467,11.323247,11.323247,10.777467,18.668655,18.038564,
0.100000,0.512500,1.237500,1.237500,0.512500,0.551481,0.551481,0.551481,0.551481,18.141141,18.141141,10.789285,10.789285,10.789285,10.789285,18.141141,18.141141,0.545314,0.586537,0.586537,0.545314,18.042858,18.678898,10.705540,11.254598,11.254598,10.705540,18.678898,18.042858,
0.100000,0.512500,1.250000,1.250000,0.512500,0.551759,0.551759,0.551759,0.551759,18.145551,18.145551,10.718174,10.718174,10.718174,10.718174,18.145551,18.145551,0.545575,0.587202,0.587202,0.545575,18.047038,18.688767,10.634542,11.186618,11.186618,10.634542,18.688767,18.047038,
0.100000,0.512500,1.262500,1.262500,0.512500,0.552029,0.552029,0.552029,0.552029,18.149831,18.149831,10.647956,10.647956,10.647956,10.647956,18.149831,18.149831,0.545829,0.587863,0.587863,0.545829,18.051109,18.698561,10.564456,11.119550,11.119550,10.564456,18.698561,18.051109,
0.100000,0.512500,1.275000,1.275000,0.512500,0.552292,0.552292,0.552292,0.552292,18.153985,18.153985,10.578614,10.578614,10.578614,10.578614,18.153985,18.153985,0.546076,0.588500,0.588500,0.546076,18.055074,18.707991,10.495263,11.053125,11.053125,10.495263,18.707991,18.055074,
0.100000,0.512500,1.287500,1.287500,0.512500,0.552547,0.552547,0.552547,0.552547,18.158016,18.158016,10.510133,10.510133,10.510133,10.510133,18.158016,18.158016,0.546318,0.589133,0.589133,0.546318,18.058935,18.717357,10.426947,10.987583,10.987583,10.426947,18.717357,18.058935,
0.100000,0.512500,1.300000,1.300000,0.512500,0.552794,0.552794,0.552794,0.552794,18.161927,18.161927,10.442495,10.442495,10.442495,10.442495,18.161927,18.161927,0.546553,0.589743,0.589743,0.546553,18.062696,18.726371,10.359492,10.922657,10.922657,10.359492,18.726371,18.062696,
0.100000,0.512500,1.312500,1.312500,0.512500,0.553034,0.553034,0.553034,0.553034,18.165723,18.165723,10.375687,10.375687,10.375687,10.375687,18.165723,18.165723,0.546782,0.590340,0.590340,0.546782,18.066358,18.735182,10.292881,10.858460,10.858460,10.292881,18.735182,18.066358,
0.100000,0.512500,1.325000,1.325000,0.512500,0.553267,0.553267,0.553267,0.553267,18.169405,18.169405,10.309693,10.309693,10.309693,10.309693,18.169405,18.169405,0.547005,0.590935,0.590935,0.547005,18.069927,18.743941,10.227098,10.795104,10.795104,10.227098,18.743941,18.069927,
0.100000,0.512500,1.337500,1.337500,0.512500,0.553494,0.553494,0.553494,0.553494,18.172979,18.172979,10.244498,10.244498,10.244498,10.244498,18.172979,18.172979,0.547223,0.591507,0.591507,0.547223,18.073402,18.752361,10.162128,10.732327,10.732327,10.162128,18.752361,18.073402,
0.100000,0.512500,1.350000,1.350000,0.512500,0.553713,0.553713,0.553713,0.553713,18.176446,18.176446,10.180088,10.180088,10.180088,10.180088,18.176446,18.176446,0.547435,0.592066,0.592066,0.547435,18.076787,18.760592,10.097957,10.670241,10.670241,10.097957,18.760592,18.076787,
0.100000,0.512500,1.362500,1.362500,0.512500,0.553927,0.553927,0.553927,0.553927,18.179810,18.179810,10.116450,10.116450,10.116450,10.116450,18.179810,18.179810,0.547641,0.592614,0.592614,0.547641,18.080085,18.768638,10.034569,10.608835,10.608835,10.034569,18.768638,18.080085,
0.100000,0.512500,1.375000,1.375000,0.512500,0.554134,0.554134,0.554134,0.554134,18.183073,18.183073,10.053569,10.053569,10.053569,10.053569,18.183073,18.183073,0.547843,0.593159,0.593159,0.547843,18.083298,18.776649,9.971951,10.548220,10.548220,9.971951,18.776649,18.083298,
0.100000,0.512500,1.387500,1.387500,0.512500,0.554334,0.554334,0.554334,0.554334,18.186239,18.186239,9.991432,9.991432,9.991432,9.991432,18.186239,18.186239,0.548039,0.593684,0.593684,0.548039,18.086429,18.784337,9.910088,10.488137,10.488137,9.910088,18.784337,18.086429,
0.100000,0.512500,1.400000,1.400000,0.512500,0.554529,0.554529,0.554529,0.554529,18.189309,18.189309,9.930026,9.930026,9.930026,9.930026,18.189309,18.189309,0.548230,0.594196,0.594196,0.548230,18.089478,18.791852,9.848967,10.428700,10.428700,9.848967,18.791852,18.089478,
0.100000,0.512500,1.412500,1.412500,0.512500,0.554718,0.554718,0.554718,0.554718,18.192288,18.192288,9.869339,9.869339,9.869339,9.869339,18.192288,18.192288,0.548417,0.594698,0.594698,0.548417,18.092449,18.799197,9.788575,10.369896,10.369896,9.788575,18.799197,18.092449,
0.100000,0.512500,1.425000,1.425000,0.512500,0.554893,0.554893,0.554893,0.554893,18.195038,18.195038,9.809246,9.809246,9.809246,9.809246,18.195038,18.195038,0.548598,0.595199,0.595199,0.548598,18.095344,18.806518,9.728899,10.311835,10.311835,9.728899,18.806518,18.095344,
0.100000,0.512500,1.437500,1.437500,0.512500,0.555071,0.555071,0.555071,0.555071,18.197840,18.197840,9.749960,9.749960,9.749960,9.749960,18.197840,18.197840,0.548775,0.595679,0.595679,0.548775,18.098165,18.813535,9.669926,10.254269,10.254269,9.669926,18.813535,18.098165,
0.100000,0.512500,1.450000,1.450000,0.512500,0.555244,0.555244,0.555244,0.555244,18.200556,18.200556,9.691355,9.691355,9.691355,9.691355,18.200556,18.200556,0.548948,0.596149,0.596149,0.548948,18.100914,18.820393,9.611645,10.197306,10.197306,9.611645,18.820393,18.100914,
0.100000,0.512500,1.462500,1.462500,0.512500,0.555411,0.555411,0.555411,0.555411,18.203191,18.203191,9.633423,9.633423,9.633423,9.633423,18.203191,18.203191,0.549116,0.596608,0.596608,0.549116,18.103592,18.827096,9.554042,10.140937,10.140937,9.554042,18.827096,18.103592,
0.100000,0.512500,1.475000,1.475000,0.512500,0.555574,0.555574,0.555574,0.555574,18.205745,18.205745,9.576149,9.576149,9.576149,9.576149,18.205745,18.205745,0.549280,0.597058,0.597058,0.549280,18.106202,18.833647,9.497107,10.085152,10.085152,9.497107,18.833647,18.106202,
0.100000,0.512500,1.487500,1.487500,0.512500,0.555731,0.555731,0.555731,0.555731,18.208222,18.208222,9.519525,9.519525,9.519525,9.519525,18.208222,18.208222,0.549440,0.597497,0.597497,0.549440,18.108745,18.840048,9.440828,10.029942,10.029942,9.440828,18.840048,18.108745,
0.100000,0.512500,1.500000,1.500000,0.512500,0.555884,0.555884,0.555884,0.555884,18.210623,18.210623,9.463538,9.463538,9.463538,9.463538,18.210623,18.210623,0.549596,0.597927,0.597927,0.549596,18.111223,18.846304,9.385194,9.975297,9.975297,9.385194,18.846304,18.111223,
